Title,Author,Publisher,Price,Quantity
Three Stories and a Reflection,Patrick Süskind,Bloomsbury Publishing PLC,89,287
The Pigeon,Patrick Süskind,Penguin,60,414
The Story of Mr Sommer,Patrick Süskind/Jean-Jacques Sempé,Not Avail,99,30
Bleach―ブリーチ― 1 [Burīchi 1] (Bleach  #1),Tite Kubo,Shueisha,59,131
Bleach  Tome 1: The Death and the Strawberry,Tite Kubo,Glénat,59,78
Escape from Fire Mountain (World of Adventure  #3),Gary Paulsen/Steve Chorney,Yearling,14,385
How Angel Peterson Got His Name,Gary Paulsen,Yearling,45,242
Tuckets Travels: Francis Tuckets Adventures In The West  1847-1849 (The Tucket Adventures  #1-5),Gary Paulsen,Yearling,66,221
Chicago Blues: The City and the Music,Mike  Rowe/Ronald Radano,Da Capo Press,84,395
Winterdance: The Fine Madness of Running the Iditarod,Gary Paulsen,Mariner Books,85,241
Brians Winter,Gary Paulsen,Delacorte Books for Young Readers,80,424
Robinson Crusoe (Robinson Crusoe #1),Daniel Defoe/Virginia Woolf,Modern Library,76,172
Robinson Crusoe,Daniel Defoe/John J. Richetti,Penguin Classics,45,238
Robinson Crusoe,Daniel Defoe/Michael Shinagel,W.W. Norton & Company,89,321
Robinson Crusoe,Daniel Defoe/Avi,Aladdin,64,366
Robinson Crusoe,Daniel Defoe,Ann Arbor Media,6,194
A General History of the Pyrates,Daniel Defoe/Manuel Schonhorn/Charles   Johnson,Dover Publications,98,339
Huck Finn & Tom Sawyer among the Indians & Other Unfinished Stories (Mark Twain Library),Mark Twain/Paul Baender/Dahlia Armon/Walter Blair,University of California Press,74,9
Huck Finn and Tom Sawyer Among the Indians,Mark Twain/Lee Nelson,Council Press,33,460
Huck Finn/Puddnhead Wilson/No 44 Mysterious Stranger other Writings,Mark Twain/Guy Cardwell/Louis J. Budd,Library of America,63,394
The Adventures of Huckleberry Finn (Adventures of Tom and Huck  #2),Mark Twain/Guy Cardwell/John Seelye/Walter Trier,Penguin Classics,93,281
Adventures of Huckleberry Finn,Mark Twain/E.W. Kemble,Dover Publications,14,283
Adventures of Huckleberry Finn,Mark Twain/George Saunders,The Modern Library,96,462
The Annotated Huckleberry Finn,Mark Twain/Michael Patrick Hearn/E.W. Kemble,W. W. Norton  Company,13,461
The Wit and Wisdom of Mark Twain,Mark Twain,Dover Publications,58,475
Mark Twains Helpful Hints for Good Living: A Handbook for the Damned Human Race,Mark Twain/Lin Salamo/Victor Fischer/Michael B. Frank,University of California Press,18,331
The Complete Short Stories of Mark Twain,Mark Twain/Charles Neider,Bantam Classics,44,331
The Autobiography of Mark Twain,Mark Twain/Charles Neider,Harper Perennial,37,147
Collected Tales  Sketches  Speeches  & Essays 1891–1910,Mark Twain/Louis J. Budd,Library of America,97,317
Lost Horizon,James Hilton,Harper Perennial,14,256
Louisa May Alcotts Christmas Treasury,Louisa May Alcott/C. Michael Dudash/Stephen W. Hines,David C Cook,65,453
My Secret Garden: Womens Sexual Fantasies,Nancy Friday,Pocket Books,1,260
The Secret Garden,Frances Hodgson Burnett,Childrens Classics,20,495
The Secret Garden,Frances Hodgson Burnett/Sandra M. Gilbert,Signet,96,16
The Secret Garden,Martha Hailey DuBose/Frances Hodgson Burnett/Lucy Corvino/Arthur Pober,Sterling,20,265
The Secret Garden,Frances Hodgson Burnett/Alison Lurie,Penguin Classics,36,411
A Little Princess,Frances Hodgson Burnett/Nancy Bond,Penguin Books,53,270
Waiting for the Party: The Life of Frances Hodgson Burnett  1849-1924,Ann Thwaite,David R. Godine Publisher,50,183
The Secret Garden Cookbook: Recipes Inspired by Frances Hodgson Burnetts The Secret Garden,Amy Cotler/Frances Hodgson Burnett/Prudence See,Festival,94,230
Basic Economics: A Citizens Guide to the Economy,Thomas Sowell,Basic Books,95,179
Basic Economics: A Common Sense Guide to the Economy,Thomas Sowell,Basic Books (AZ),71,185
Black Rednecks and White Liberals,Thomas Sowell,Encounter Books,99,370
Applied Economics: Thinking Beyond Stage One,Thomas Sowell,Basic Books,70,215
Knowledge And Decisions,Thomas Sowell,Basic Books,54,342
A Conflict of Visions: Ideological Origins of Political Struggles,Thomas Sowell,Basic Books,45,157
Sir Gawain and the Green Knight,Selina Shirley Hastings/Juan Wijngaard,Walker Books Ltd,73,12
Alcoholics Anonymous,Alcoholics Anonymous,Alcoholics Anonymous World Services Inc,25,445
Alcoholics Anonymous,Alcoholics Anonymous,AA World Services,47,316
The Twelve Steps & Twelve Traditions of Overeaters Anonymous,Overeaters Anonymous,Overeaters Anonymous  Incorporated,77,150
The Natural Way to Draw,Kimon Nicolaides/Mamie Harmon,Mariner Books,85,267
Natural Health  Natural Medicine,Andrew Weil,Mariner Books,68,227
The Fixer,Bernard Malamud/Jonathan Safran Foer,Farrar  Straus and Giroux,18,128
The Complete Stories,Bernard Malamud/Robert Giroux,Farrar  Straus and Giroux,50,67
The Assistant,Bernard Malamud/Jonathan Rosen,Farrar Straus and Giroux,45,57
Conversations with Bernard Malamud (Literary Conversations),Lawrence M. Lasher,University Press of Mississippi,58,113
The Tenants,Bernard Malamud/Aleksandar Hemon,Farrar  Straus and Giroux,1,204
Enchanted April: Acting Edition,Matthew Barber/Elizabeth von Arnim,Dramatists Play Service,47,210
April  May und June,Elizabeth von Arnim,Insel  Frankfurt,28,71
A Room with a View,E.M. Forster,Digireads.com,32,369
A Room with a View / Howards End,E.M. Forster/Benjamin DeMott,Signet,97,4
E.M. Forster: Critical Guidebook,Lionel Trilling/E.M. Forster,New Directions,64,154
The Longest Journey,E.M. Forster/Gilbert Adair/Elizabeth Heine,Penguin Classics,21,453
Howards End,E.M. Forster,Dover Publications,41,88
Maurice,E.M. Forster,W. W. Norton  Company,0,64
E. M. Forster: A Life,P.N. Furbank,Mariner Books,35,145
Howards End,E.M. Forster,Penguin Books,19,114
The Sixteen Pleasures,Robert Hellenga,Delta,43,351
Revolutionary Characters: What Made the Founders Different,Gordon S. Wood,Penguin Press HC  The,30,49
The Rescue (Kidnapped  #3),Gordon Korman,Scholastic Books,33,255
Hunting the Hunter (On the Run  #6),Gordon Korman,Scholastic,38,369
Public Enemies (On The Run  #5),Gordon Korman,Scholastic,55,402
Runaway Bride,Deborah  Gordon,Avon,35,189
The Bridge over the Drina,Ivo Andrić/William H. McNeill,The Harvill Press,26,362
Drina Dances in Paris,Jean Estoril,Simon and Schuster,26,0
Drina Ballerina,Jean Estoril,Hodder,92,384
Le Pont sur la Drina,Ivo Andrić/Pascale Delpech,Livre de Poche,66,65
Drina Dances in Italy,Jean Estoril,Hodder,86,151
Drina Goes on Tour,Jean Estoril/Mabel Esther Allan,Simon and Schuster,28,37
Drina Dances in Madeira,Jean Estoril/Mabel Esther Allan,Simon and Schuster,8,48
Phaedrus/Apology/Crito/Symposium,Plato/Benjamin Jowett,Digireads.com,86,48
The Dialogues of Plato  Volume 1: Euthyphro  Apology  Crito  Meno  Gorgias  Menexenus,Plato/Reginald E. Allen,Yale University Press,77,382
Gorgias/Timaeus,Plato/Benjamin Jowett,Dover Publications,26,129
Minor Works: On Colours/On Things Heard/Physiognomics/On Plants/On Marvellous Things Heard/Mechanical Problems/On Indivisible Lines/The...Gorgias,Aristotle/W.S. Hett,Loeb Classical Library 307,73,73
Aristophanes I: Clouds/Wasps/Birds,Aristophanes/Peter Meineck/Ian C. Storey,Hackett Publishing Company  Inc. (USA),29,246
The Trojan Women,Euripides/Gilbert Murray,Digireads.com,2,216
Greek Tragedies  Volume 2,David Grene/Richmond Lattimore/Aeschylus/Sophocles/Euripides,University Of Chicago Press,5,311
Molokai (Molokai #1),Alan Brennert,St. Martins Griffin,2,26
Teaching with the Brain in Mind,Eric Jensen,Association for Supervision & Curriculum Development,86,21
Introducing Mind and Brain (Introducing...),Angus Gellatly/Oscar Zárate/Richard Appignanesi,Totem Books,3,441
Eva Luna,Isabel Allende/Margaret Sayers Peden,Dial Press,76,393
The Stories of Eva Luna,Isabel Allende,Scribner,36,289
Diez Cuentos de Eva Luna Con Guia de Comprension y Repaso de Gramatica,Isabel Allende/Richard D. Woods/Kenneth M. Taggart,McGraw-Hill Humanities/Social Sciences/Languages,81,354
El bosque de los pigmeos,Isabel Allende,HarperCollins Espanol,88,432
Inés of My Soul,Isabel Allende/Margaret Sayers Peden,Harper,13,54
La casa de los espíritus,Isabel Allende,HarperCollins Espanol,80,330
El plan infinito,Isabel Allende,Harper Perennial,87,324
El reino del dragón de oro,Isabel Allende,HarperCollins Espanol,39,189
City of the Beasts (Eagle and Jaguar  #1),Isabel Allende/Margaret Sayers Peden,Rayo,25,72
Self,Yann Martel,Faber  Faber,30,460
Die Brücke über die Drina,Ivo Andrić/Ernst E. Jonas,Suhrkamp,82,92
Drina Dances in Switzerland,Jean Estoril/Jenny Sanders,Hodder Childrens Books,51,380
The Story of Salt,Mark Kurlansky/S.D. Schindler,G.P. Putnams Sons Books for Young Readers,59,67
Nonviolence: Twenty-Five Lessons from the History of a Dangerous Idea,Mark Kurlansky/Dalai Lama XIV,Modern Library,97,413
Boogaloo on 2nd Avenue,Mark Kurlansky,Random House Trade,61,107
Cod: A Biography of the Fish That Changed the World,Mark Kurlansky,Penguin Books,23,251
1968: The Year That Rocked the World,Mark Kurlansky,Random House Trade Paperbacks,45,49
A Chosen Few: The Resurrection of European Jewry (Readers Circle),Mark Kurlansky,Ballantine Books,0,22
The Basque History of the World: The Story of a Nation,Mark Kurlansky,Penguin Books,2,342
The Cods Tale,Mark Kurlansky/S.D. Schindler,G.P. Putnams Sons Books for Young Readers,80,158
Open City 6: The Only Woman He Ever Left,Open City Magazine/James Purdy/Daniel Pinchbeck/Michael Cunningham/Deborah Garrison/Rem Koolhaas/Rick Moody/Strawberry Saroyan/Debra Garrison,Grove Press  Open City Books,97,41
Harry Potter Y La Piedra Filosofal (Harry Potter  #1),J.K. Rowling,Turtleback Books,7,160
Angle of Repose,Wallace Stegner/Jackson J. Benson,Penguin Classics,68,395
Dont Make Me Think: A Common Sense Approach to Web Usability,Steve Krug,New Riders Publishing,4,232
Girlfriend in a Coma,Douglas Coupland,ReganBooks,20,72
Corellis Mandolin,Louis de Bernières,Vintage,7,160
Kiffe Kiffe Tomorrow,Faïza Guène/Sarah    Adams,Mariner Books,84,424
Our Kind of People: Inside Americas Black Upper Class,Lawrence Otis Graham,Harper Perennial,8,127
The Senator and the Socialite: The True Story of Americas First Black Dynasty,Lawrence Otis Graham,Harper,86,466
Temptations,Otis Williams/Patricia Romanowski,Cooper Square Press,58,63
The Thorn Birds,Colleen McCullough,Avon Books,67,161
Caesar (Masters of Rome  #5),Colleen McCullough,Avon,29,226
Caesars Women (Masters of Rome  #4),Colleen McCullough,Avon,10,342
On  Off (Carmine Delmonico  #1),Colleen McCullough,Simon & Schuster,82,433
Three Complete Novels: Tim/An Indecent Obsession/The Ladies of Missalonghi,Colleen McCullough,Wings,67,386
Morgans Run,Colleen McCullough,Pocket Books,50,121
The October Horse: A Novel of Caesar and Cleopatra (Masters of Rome  #6),Colleen McCullough,Pocket Books,44,348
The First Man in Rome (Masters of Rome  #1),Colleen McCullough,William Morrow & Company (NYC),31,253
The Grass Crown (Masters of Rome  #2),Colleen McCullough,Avon,35,272
Tim,Colleen McCullough,Avon,57,266
OBriens the Things They Carried,Jill Colella/CliffsNotes,Cliffs Notes,3,317
The Five People You Meet in Heaven,Mitch Albom,Hyperion,68,348
The Curious Incident of the Dog in the Night-Time,Mark Haddon,Vintage,67,139
The Curious Incident of the Dog In the Night-time,Mark Haddon,Red Fox,3,85
The Curious Incident of the Dog in the Night-time,Mark Haddon,Doubleday Canada,1,48
Northern Lights,Tim OBrien,Broadway Books,61,498
If I Die in a Combat Zone  Box Me Up and Ship Me Home,Tim OBrien,Broadway Books,99,66
Going After Cacciato,Tim OBrien,Broadway/Crown Publishing Group,66,483
In the Lake of the Woods,Tim OBrien,Mariner Books,15,137
The Nuclear Age,Tim OBrien,Penguin Books,79,452
The Rescue,Nicholas Sparks,Grand Central Publishing,99,263
A Bend in the Road,Nicholas Sparks,Grand Central Publishing,9,473
True Believer (Jeremy Marsh & Lexie Darnell  #1),Nicholas Sparks,Grand Central Publishing,73,219
Three Weeks With My Brother,Nicholas Sparks/Micah Sparks,Grand Central Publishing,24,338
The Wedding (The Notebook  #2),Nicholas Sparks,Vision,5,459
El Guardián,Nicholas Sparks/Ramón González Férriz,Roca Editorial,21,11
Nights in Rodanthe,Nicholas Sparks,Warner Books,36,181
Message in a Bottle,Nicholas Sparks,Grand Central Publishing,75,13
A Walk to Remember,Nicholas Sparks,Grand Central Publishing,24,17
Icy Sparks,Gwyn Hyman Rubio,Penguin Books,55,170
Message in a Bottle,Nicholas Sparks,Warner Books,98,322
Sugarplums and Scandal  (Love at Stake #2.5; Bed-and-Breakfast Mysteries #22.5),Lori Avocato/Dana Cameron/Mary Dahiem/Suzanne Macpherson/Cait London/Kerrelyn Sparks/Mary Daheim,Avon,83,418
Special Topics in Calamity Physics,Marisha Pessl,Penguin Books Ltd,79,362
The Dictionary of Corporate Bullshit: An A to Z Lexicon of Empty  Enraging  and Just Plain Stupid Office Talk,Lois Beckwith,Three Rivers Press,25,241
On Truth,Harry G. Frankfurt/Baruch Spinoza,Knopf,67,103
Twelve Sharp (Stephanie Plum  #12),Janet Evanovich,St. Martins Press,38,195
Sharp Edges,Jayne Ann Krentz,Pocket Star Books,63,453
Mrs. Sharps Traditions: Reviving Victorian Family Celebrations of Comfort & Joy,Sarah Ban Breathnach,Scribner Book Company,25,285
The Sly Spy (Olivia Sharp  Agent for Secrets #3),Marjorie Weinman Sharmat/Mitchell Sharmat/Denise Brunkus,Yearling Books,35,195
The Green Toenails Gang (Olivia Sharp  Agent for Secrets #4),Marjorie Weinman Sharmat/Mitchell Sharmat/Denise Brunkus,Yearling Books,8,32
The Pizza Monster (Olivia Sharp  Agent for Secrets #1),Marjorie Weinman Sharmat/Mitchell Sharmat/Denise Brunkus,Yearling,15,174
The Spy Who Barked (Adam Sharp #1),George E. Stanley,Random House Books for Young Readers,42,376
Kare First Love  Vol. 9 (Kare First Love  #9),Kaho Miyasaka,VIZ Media LLC,48,459
The Worlds First Love: Mary  Mother of God,Fulton J. Sheen,Ignatius Press,74,274
Kare First Love  Vol. 10 (Kare First Love  #10),Kaho Miyasaka,VIZ Media LLC,64,269
The Tutors First Love,George MacDonald/Michael R. Phillips,Bethany House Publishers,78,169
First Love,Ivan Turgenev/Constance Garnett,Melville House Publishing,47,178
Love @ First Site,Jane Moore,Broadway Books,61,32
First Love  Second Chance,Amanda Clark,Harlequin Superromance,96,443
The Modern Prince: Charles J. Haughey and the Quest for Power,Justin   OBrien,Merlin Publishing,4,208
The Modern Prince and Other Writings,Antonio Gramsci,International Publishers,69,224
Emily of New Moon (Emily  #1),L.M. Montgomery,Dell Laurel-Leaf,68,105
The Selected Journals Of L.M. Montgomery  Vol. 5: 1935-1942,L.M. Montgomery/Mary Henley Rubio/Elizabeth Hillman Waterston,Oxford University Press  USA,81,209
Against the Odds: Tales of Achievement,L.M. Montgomery/Rea Wilmshurst,Bantam Starfire,60,351
Anne of Avonlea,L.M. Montgomery/Susan OMalley,Blackstone Audiobooks,72,122
A Tangled Web,L.M. Montgomery,Seal Books,35,343
The Complete Anne of Green Gables Boxed Set (Anne of Green Gables  #1-8),L.M. Montgomery,Starfire,73,22
Pat of Silver Bush (Pat  #1),L.M. Montgomery,Seal Books,98,60
Sherlock Holmes: The Complete Novels and Stories  Volume I,Arthur Conan Doyle,Bantam Classics,73,425
The New Annotated Sherlock Holmes: The Complete Short Stories,Arthur Conan Doyle/Leslie S. Klinger,W. W. Norton & Company,99,472
The New Annotated Sherlock Holmes: The Novels,Arthur Conan Doyle/Leslie S. Klinger,W. W. Norton & Company,15,462
The Science of Sherlock Holmes: From Baskerville Hall to the Valley of Fear  the Real Forensics Behind the Great Detectives Greatest Cases,E.J. Wagner,Wiley,20,480
Sherlock Holmes: A Baker Street Dozen,Arthur Conan Doyle/John Gielgud/Ralph Richardson/Orson Welles,HighBridge Company,64,448
Sherlock Holmes: The Unauthorized Biography,Nick Rennison,Atlantic Monthly Press,45,498
Murder by Moonlight & Other Mysteries (New Adventures of Sherlock Holmes 19-24),NOT A BOOK,Simon  Schuster Audio,41,100
The Mysteries of Sherlock Holmes,Arthur Conan Doyle/Paul Bachem,Grosset & Dunlap,14,468
The Complete Adventures and Memoirs of Sherlock Holmes,Arthur Conan Doyle,Gramercy Books,63,408
The Unfortunate Tobacconist & Other Mysteries (Sherlock Holmes 1-6),NOT A BOOK,Simon & Schuster Audio,21,448
Personal Finance For Dummies,Eric Tyson,For Dummies,16,400
Personal Finance for Dummies,Eric Tyson/Rich Tennant,John Wiley & Sons,45,11
Catching Alice,Clare Naylor,Ballantine Books,20,265
The Dream Giver,Bruce H. Wilkinson/David Kopp/Heather Harpham Kopp,Multnomah Books,67,186
The Giver (The Giver  #1),Lois Lowry,Ember,81,286
The Wish Giver: Three Tales of Coven Tree,Bill Brittain/Andrew Glass,HarperCollins,47,38
Indian Givers: How the Indians of the Americas Transformed the World,Jack Weatherford,Ballantine Books,30,476
The Last Life,Claire Messud,Mariner Books,67,466
The Hunters,Claire Messud,Picador,75,480
When the World Was Steady,Claire Messud,Granta,4,27
The Sea,John Banville,Vintage,81,197
The Sea,John Banville,Alfred A. Knopf,7,375
The Book of Evidence (The Freddie Montgomery Trilogy #1),John Banville,Vintage,82,121
Athena (The Freddie Montgomery Trilogy #3),John Banville,Vintage,86,4
Doctor Copernicus  (The Revolutions Trilogy #1),John Banville,Vintage,49,440
Shroud (The Cleave Trilogy #2),John Banville,Vintage,50,175
Ghosts,John Banville,Picador,91,159
On Beauty,Zadie Smith,Penguin Books,66,477
A Great and Terrible Beauty (Gemma Doyle #1),Libba Bray,Simon and Schuster,89,478
The Black Book of Hollywood Beauty Secrets,Kym Douglas/Cindy Pearlman,Plume Books,99,328
Black Beauty,Anna Sewell,Scholastic Paperbacks,23,346
Truth and Beauty,Ann Patchett,Harper Perennial,65,108
The Life of Graham Greene  Vol. 1: 1904-1939,Norman Sherry,Penguin Books,77,458
Complete Short Stories,Graham Greene/Pico Iyer,Penguin Classics,93,356
